Title,Artist,Spotify_Popularity,Artist_Popularity,year
i was made for dancin’,Leif Garrett,-1,34,1979
after the love has gone,"Earth, Wind and Fire",61,75,1979
heaven knows,Donna Summer and Brooklyn Dreams,-1,-1,1979
the gambler,Kenny Rogers,68,68,1979
lotta love,Nicolette Larson,50,41,1979
lady,Little River Band,58,63,1979
heaven must have sent you,Bonnie Pointer,-1,33,1979
hold the line,Toto,75,76,1979
he’s the greatest dancer,Sister Sledge,-1,62,1979
sharing the night together,Dr. Hook,58,60,1979
she believes in me,Kenny Rogers,54,68,1979
in the navy,Village People,23,61,1979
music box dancer,Frank Mills,37,30,1979
the devil went down to georgia,Charlie Daniels Band,62,60,1979
gold,John Stewart,-1,31,1979
goodnight tonight,Wings,-1,64,1979
we are family,Sister Sledge,67,62,1979
rock ‘n’ roll fantasy,Bad Company,52,62,1979
every 1’s a winner,Hot Chocolate,-1,61,1979
take me home,Cher,39,73,1979
boogie wonderland,"Earth, Wind and Fire",72,75,1979
(our love) don’t throw it all away,Andy Gibb,-1,53,1979
what you won’t do for love,Bobby Caldwell,-1,57,1979
new york groove,Ace Frehley,55,48,1979
sultans of swing,Dire Straits,65,76,1979
i want your love,Chic,58,65,1979
chuck e’s in love,Rickie Lee Jones,-1,46,1979
i love the night life,Alicia Bridges,-1,38,1979
ain’t no stoppin’ us now,McFadden and Whitehead,-1,44,1979
lonesome loser,Little River Band,62,63,1979
renegade,Styx,64,64,1979
love is the answer,England Dan and John Ford Coley,-1,17,1979
got to be real,Cheryl Lynn,61,54,1979
born to be alive,Patrick Hernandez,-1,50,1979
shine a little love,Electric Light Orchestra,49,74,1979
i just fall in love again,Anne Murray,43,57,1979
shake it,Ian Matthews,33,29,1979
i was made for lovin’ you,Kiss,76,73,1979
i just wanna stop,Gino Vannelli,48,48,1979
disco nights,G.Q.,-1,41,1979
ooh baby baby,Linda Ronstadt,37,62,1979
september,"Earth, Wind and Fire",63,75,1979
time passages,Al Stewart,43,53,1979
rise,Herb Alpert,47,51,1979
don’t bring me down,Electric Light Orchestra,-1,74,1979
promises,Eric Clapton,46,76,1979
get used to it,Roger Voudouris,32,21,1979
how much i feel,Ambrosia,59,57,1979
suspicions,Eddie Rabbitt,34,51,1979
you take my breath away,Rex Smith,39,38,1979
how you gonna see me now,Alice Cooper,43,65,1979
double vision,Foreigner,52,71,1979
every time i think of you,Babys,45,51,1979
i got my mind made up,Instant Funk,42,33,1979
don’t stop ‘til you get enough,Michael Jackson,-1,86,1979
bad case of lovin’ you,Robert Palmer,-1,60,1979
somewhere in the night,Barry Manilow,35,64,1979
we’ve got tonight,Bob Seger and The Silver Bullet Band,-1,-1,1979
dance the night away,Van Halen,58,74,1979
dancing shoes,Nigel Olsson,-1,18,1979
the boss,Diana Ross,54,68,1979
sail on,Commodores,35,67,1979
i do love you,G.Q.,-1,41,1979
strange way,Firefall,31,44,1979
call me,Blondie,32,69,1980
another brick in the wall,Pink Floyd,75,83,1980
magic,Olivia Newton-John,38,68,1980
rock with you,Michael Jackson,75,86,1980
do that to me one more time,Captain and Tennille,61,53,1980
crazy little thing called love,Queen,67,97,1980
coming up,Paul McCartney,45,79,1980
funkytown,"Lipps, Inc.",-1,58,1980
it’s still rock and roll to me,Billy Joel,-1,77,1980
the rose,Bette Midler,62,58,1980
escape (the pina colada song),Rupert Holmes,69,62,1980
cars,Gary Numan,63,56,1980
cruisin’,Smokey Robinson,53,62,1980
working my way back to you-forgive me girl,Spinners,-1,62,1980
lost in love,Air Supply,54,70,1980
little jeannie,Elton John,38,82,1980
ride like the wind,Cristopher Cross,-1,-1,1980
upside down,Diana Ross,53,68,1980
please don’t go,K.C. and The Sunshine Band,-1,-1,1980
babe,Styx,61,64,1980
with you i’m born again,Billy Preston and Syreeta,-1,0,1980
shining star,Manhattans,44,52,1980
still,Commodores,38,67,1980
"yes, i’m ready",Teri De Sario With K.C.,-1,-1,1980
sexy eyes,Dr. Hook,-1,60,1980
steal away,Robbie Dupree,50,43,1980
biggest part of me,Ambrosia,62,57,1980
this is it,Kenny Loggins,52,70,1980
cupid/i’ve loved you for a long time,Spinners,-1,62,1980
let’s get serious,Jermaine Jackson,-1,49,1980
don’t fall in love with a dreamer,Kenny Rogers and Kim Carnes,-1,-1,1980
sailing,Christopher Cross,64,64,1980
longer,Dan Fogelberg,55,55,1980
coward of the county,Kenny Rogers,56,68,1980
ladies night,Kool and The Gang,41,66,1980
too hot,Kool and The Gang,34,66,1980
take your time,S.O.S. Band,48,50,1980
no more tears (enough is enough),Barbra Streisand and Donna Summer,-1,-1,1980
more love,Kim Carnes,-1,62,1980
pop muzik,M,47,70,1980
brass in pocket,Pretenders,56,67,1980
special lady,"Ray, Goodman and Brown",-1,32,1980
send one your love,Stevie Wonder,30,79,1980
the second time around,Shalamar,41,53,1980
we don’t talk anymore,Cliff Richard,-1,60,1980
stomp,Brothers Johnson,40,57,1980
heartache tonight,Eagles,58,78,1980
tired of toein’ the line,Rocky Burnette,28,33,1980
better love next time,Dr. Hook,-1,60,1980
him,Rupert Holmes,41,62,1980
against the wind,Bob Seger and The Silver Bullet Band,-1,-1,1980
on the radio,Donna Summer,50,65,1980
emotional rescue,Rolling Stones,53,81,1980
rise,Herb Alpert,47,51,1980
all out of love,Air Supply,65,70,1980
cool change,Little River Band,56,63,1980
you’re only lonely,J.D. Souther,-1,-1,1980
desire,Andy Gibb,-1,53,1980
let my love open the door,Pete Townshend,55,49,1980
romeo’s tune,Steve Forbert,-1,42,1980
daydream believer,Anne Murray,-1,57,1980
i can’t tell you why,Eagles,-1,78,1980
don’t let go,Isaac Hayes,-1,56,1980
don’t do me like that,Tom Petty and The Heartbreakers,-1,72,1980
she’s out of my life,Michael Jackson,-1,86,1980
fame,Irene Cara,64,62,1980
fire lake,Bob Seger and The Silver Bullet Band,-1,-1,1980
how do i make you,Linda Ronstadt,30,62,1980
into the night,Benny Mardones,47,39,1980
let me love you tonight,Pure Prairie League,40,48,1980
misunderstanding,Genesis,46,69,1980
an american dream,Dirt Band,37,56,1980
one fine day,Carole King,39,66,1980
dim all the lights,Donna Summer,42,65,1980
you may be right,Billy Joel,55,77,1980
should’ve never let you go,Neil Sedaka and Dara Sedaka,-1,-1,1980
pilot of the airwaves,Charlie Dore,-1,21,1980
hurt so bad,Linda Ronstadt,29,62,1980
off the wall,Michael Jackson,63,86,1980
i pledge my love,Peaches and Herb,-1,45,1980
the long run,Eagles,55,78,1980
stand by me,Mickey Gilley,46,44,1980
heartbreaker,Pat Benatar,55,64,1980
deja vu,Dionne Warwick,38,63,1980
drivin’ my life away,Eddie Rabbitt,53,51,1980
take the long way home,Supertramp,63,71,1980
sara,Fleetwood Mac,56,82,1980
wait for me,Daryl Hall and John Oates,38,76,1980
jo jo,Boz Scaggs,-1,62,1980
september morn,Neil Diamond,53,70,1980
give me the night,George Benson,53,66,1980
broken hearted me,Anne Murray,-1,57,1980
you decorated my life,Kenny Rogers,52,68,1980
tusk,Fleetwood Mac,58,82,1980
i wanna be your lover,Prince,61,83,1980
in america,Charlie Daniels Band,35,60,1980
breakdown dead ahead,Boz Scaggs,25,62,1980
ships,Barry Manilow,35,64,1980
all night long,Joe Walsh,-1,60,1980
refugee,Tom Petty and The Heartbreakers,57,72,1980
bette davis eyes,Kim Carnes,73,62,1981
endless love,Diana Ross and Lionel Richie,-1,-1,1981
lady,Kenny Rogers,-1,68,1981
(just like) starting over,John Lennon,50,76,1981
jessie’s girl,Rick Springfield,-1,63,1981
celebration,Kool and The Gang,60,66,1981
kiss on my list,Daryl Hall and John Oates,58,76,1981
i love a rainy night,Eddie Rabbitt,56,51,1981
9 to 5,Dolly Parton,73,72,1981
keep on loving you,REO Speedwagon,69,66,1981
theme from “greatest american hero”,Joey Scarbury,51,38,1981
morning train (nine to five),Sheena Easton,45,55,1981
being with you,Smokey Robinson,51,62,1981
queen of hearts,Juice Newton,41,50,1981
rapture,Blondie,38,69,1981
a woman needs love,Ray Parker jr. and Raydio,-1,-1,1981
the tide is high,Blondie,50,69,1981
just the two of us,Grover Washington jr.,52,56,1981
slow hand,Pointer Sisters,45,65,1981
i love you,Climax Blues Band,47,44,1981
woman,John Lennon,69,76,1981
sukiyaki,A Taste Of Honey,-1,43,1981
the winner takes it all,ABBA,60,79,1981
medley,Stars On 45,-1,43,1981
angel of the morning,Juice Newton,52,50,1981
love on the rocks,Neil Diamond,48,70,1981
every woman in the world,Air Supply,54,70,1981
the one that you love,Air Supply,61,70,1981
guilty,Barbra Streisand and Barry Gibb,-1,9,1981
the best of times,Styx,50,64,1981
elvira,Oak Ridge Boys,54,52,1981
take it on the run,REO Speedwagon,61,66,1981
no gettin’ over me,Ronnie Milsap,35,53,1981
living outside myself,Gino Vannelli,-1,48,1981
woman in love,Barbra Streisand,66,68,1981
boy from new york city,Manhattan Transfer,35,55,1981
urgent,Foreigner,56,71,1981
passion,Rod Stewart,36,75,1981
lady (you bring me up),Commodores,44,67,1981
crying,Don Mclean,21,65,1981
hearts,Marty Balin,44,33,1981
it’s my turn,Diana Ross,-1,68,1981
you make my dreams,Daryl Hall and John Oates,78,76,1981
i don’t need you,Kenny Rogers,-1,68,1981
how ‘bout us,Champaign,-1,38,1981
hit me with your best shot,Pat Benatar,64,64,1981
the breakup song,Greg Kihn Band,52,44,1981
time,Alan Parsons Project,50,62,1981
hungry heart,Bruce Springsteen,67,78,1981
sweetheart,Franke and The Knockouts,35,24,1981
someone’s knockin’,Terri Gibbs,-1,28,1981
more than i can say,Leo Sayer,38,57,1981
together,Tierra,-1,63,1981
too much time on my hands,Styx,54,64,1981
what are we doin’ in love,Dottie West,-1,41,1981
who’s crying now,Journey,-1,75,1981
"de do do do, de da da",Police,49,77,1981
this little girl,Gary U.S. Bonds,-1,32,1981
stop draggin’ my heart around,Stevie Nicks With Tom Petty and The Heartbreakers,-1,-1,1981
giving it up for your love,Delbert McClinton,-1,42,1981
a little in love,Cliff Richard,25,60,1981
america,Neil Diamond,50,70,1981
ain’t even done with the night,John Cougar,-1,20,1981
arthur’s theme,Christopher Cross,-1,64,1981
another one bites the dust,Queen,75,97,1981
games people play,Alan Parsons Project,52,62,1981
i can’t stand it,Eric Clapton,-1,76,1981
while you see a chance,Steve Winwood,57,63,1981
master blaster,Stevie Wonder,58,79,1981
hello again,Neil Diamond,49,70,1981
don’t stand so close to me,Police,-1,77,1981
hey nineteen,Steely Dan,58,69,1981
i ain’t gonna stand for it,Stevie Wonder,-1,79,1981
all those years ago,George Harrison,52,71,1981
step by step,Eddie Rabbitt,41,51,1981
the stroke,Billy Squier,62,59,1981
feels so right,Alabama,40,66,1981
sweet baby,Stanley Clarke and George Duke,-1,13,1981
same old lang syne,Dan Fogelberg,42,55,1981
cool love,Pablo Cruise,24,42,1981
hold on tight,ELO,-1,47,1981
it’s now or never,John Schneider,-1,32,1981
treat me right,Pat Benatar,39,64,1981
winning,Santana,46,76,1981
what kind of fool,Barbra Streisand and Barry Gibb,-1,9,1981
watching the wheels,John Lennon,48,76,1981
tell it like it is,Heart,15,70,1981
smoky mountain rain,Ronnie Milsap,47,53,1981
i made it through the rain,Barry Manilow,41,64,1981
you’ve lost that lovin’ feelin’,Daryl Hall and John Oates,-1,76,1981
suddenly,Olivia Newton-John and Cliff Richard,-1,-1,1981
for your eyes only,Sheena Easton,48,55,1981
the beach boys medley,Beach Boys,-1,75,1981
whip it,Devo,66,59,1981
modern girl,Sheena Easton,25,55,1981
really wanna know you,Gary Wright,-1,46,1981
seven year ache,Rosanne Cash,46,52,1981
i’m coming out,Diana Ross,-1,68,1981
miss sun,Boz Scaggs,22,62,1981
time is time,Andy Gibb,-1,53,1981
physical,Olivia Newton-John,56,68,1982
eye of the tiger,Survivor,70,69,1982
i love rock n’ roll,Joan Jett and The Blackhearts,66,62,1982
ebony and ivory,Paul McCartney and Stevie Wonder,-1,-1,1982
centerfold,J. Geils Band,70,59,1982
don’t you want me,Human League,-1,63,1982
jack and diane,John Cougar,-1,20,1982
hurts so good,John Cougar,-1,20,1982
abracadabra,Steve Miller Band,55,68,1982
hard to say i’m sorry,Chicago,-1,70,1982
tainted love,Soft Cell,66,64,1982
chariots of fire,Vangelis,39,61,1982
harden my heart,Quarterflash,39,38,1982
rosanna,Toto,68,76,1982
i can’t go for that,Daryl Hall and John Oates,-1,76,1982
867-5309 (jenny),Tommy Tutone,57,47,1982
key largo,Bertie Higgins,15,37,1982
you should hear how she talks about you,Melissa Manchester,34,46,1982
waiting for a girl like you,Foreigner,68,71,1982
don’t talk to strangers,Rick Springfield,-1,63,1982
the sweetest thing,Juice Newton,31,50,1982
always on my mind,Willie Nelson,59,71,1982
shake it up,Cars,48,67,1982
let it whip,Dazz Band,-1,45,1982
we got the beat,Go-Go’s,-1,41,1982
the other woman,Ray Parker Jr.,34,60,1982
turn your love around,George Benson,53,66,1982
sweet dreams,Air Supply,30,70,1982
only the lonely,Motels,47,41,1982
who can it be now?,Men At Work,60,67,1982
hold me,Fleetwood Mac,38,82,1982
eye in the sky,Alan Parsons Project,64,62,1982
let’s groove,"Earth, Wind and Fire",-1,75,1982
open arms,Journey,68,75,1982
leader of the band,Dan Fogelberg,59,55,1982
leather and lace,Stevie Nicks and Don Henley,-1,24,1982
even the nights are better,Air Supply,52,70,1982
i’ve never been to me,Charlene,-1,52,1982
’65 love affair,Paul Davis,36,49,1982
heat of the moment,Asia,65,55,1982
take it easy on me,Little River Band,32,63,1982
pac-man fever,Buckner and Garcia,-1,31,1982
that girl,Stevie Wonder,32,79,1982
private eyes,Daryl Hall and John Oates,62,76,1982
trouble,Lindsey Buckingham,49,50,1982
making love,Roberta Flack,33,65,1982
love’s been a little bit hard on me,Juice Newton,-1,50,1982
young turks,Rod Stewart,39,75,1982
freeze-frame,J. Geils Band,54,59,1982
keep the fire burnin’,REO Speedwagon,27,66,1982
do you believe in love,Huey Lewis and The News,54,64,1982
cool night,Paul Davis,46,49,1982
caught up in you,38 Special,65,60,1982
why do fools fall in love?,Diana Ross,26,68,1982
love in the first degree,Alabama,43,66,1982
hooked on classics,Royal Philharmonic Orchestra,-1,69,1982
wasted on the way,"Crosby, Stills and Nash",36,65,1982
think i’m in love,Eddie Money,-1,60,1982
love is in control,Donna Summer,27,65,1982
personally,Karla Bonoff,23,38,1982
owe hundred ways,Quincy Jones,-1,61,1982
blue eyes,Elton John,50,82,1982
our lips are sealed,Go-Go’s,-1,41,1982
you could have been wih me,Sheena Easton,-1,55,1982
you can do magic,America,57,69,1982
did it in a minute,Daryl Hall and John Oates,33,76,1982
i ran,A Flock Of Seagulls,56,60,1982
somebody’s baby,Jackson Browne,-1,65,1982
oh no,Commodores,39,67,1982
take it away,Paul McCartney,29,79,1982
it’s gonna take a miracle,Deneice Williams,-1,-1,1982
love will turn you around,Kenny Rogers,43,68,1982
don’t stop bellevin’,Journey,-1,75,1982
comin’ in and out of your life,Barbra Streisand,26,68,1982
gloria,Laura Branigan,-1,61,1982
empty garden,Elton John,45,82,1982
yesterday’s songs,Neil Diamond,-1,70,1982
crimson and clover,Joan Jett and The Blackhearts,48,62,1982
every little thing she does is magic,Police,63,77,1982
here i am,Air Supply,52,70,1982
i keep forgettin’,Michael McDonald,61,59,1982
get down on it,Kool and The Gang,53,66,1982
any day now,Ronnie Milsap,28,53,1982
make a move on me,Olivia Newton-John,31,68,1982
take my heart,Kool and The Gang,38,66,1982
mirror mirror,Diana Ross,15,68,1982
vacation,Go-Go’s,-1,41,1982
(oh) pretty woman,Van Halen,52,74,1982
should i do it,Pointer Sisters,25,65,1982
hot in the city,Billy Idol,49,67,1982
kids in america,Kim Wilde,-1,60,1982
man on your mind,Little River Band,20,63,1982
what’s forever for,Michael Murphy,-1,4,1982
waiting on a friend,Rolling Stones,56,81,1982
do i do,Stevie Wonder,34,79,1982
working for the weekend,Loverboy,66,57,1982
goin’ down,Greg Guidry,-1,6,1982
arthur’s theme,Christopher Cross,-1,64,1982
through the years,Kenny Rogers,56,68,1982
edge of seventeen,Stevie Nicks,62,66,1982
every breath you take,Police,74,77,1983
billie jean,Michael Jackson,82,86,1983
flashdance… what a feeling,Irene Cara,-1,62,1983
down under,Men At Work,64,67,1983
beat it,Michael Jackson,78,86,1983
total eclipse of the heart,Bonnie Tyler,52,69,1983
maneater,Daryl Hall and John Oates,74,76,1983
baby come to me,Patti Austin and James Ingram,-1,-1,1983
maniac,Michael Sembello,66,61,1983
sweet dreams (are made of this),Eurythmics,81,71,1983
do you really want to hurt me,Culture Club,62,66,1983
you and i,Eddie Rabbitt and Crystal Gayle,-1,-1,1983
come on eileen,Dexy’s Midnight Runners,-1,-1,1983
shame on the moon,Bob Seger and The Silver Bullet Band,-1,-1,1983
she works hard for the money,Donna Summer,55,65,1983
never gonna let you go,Sergio Mendes,-1,56,1983
hungry like the wolf,Duran Duran,71,69,1983
let’s dance,David Bowie,-1,83,1983
twilight zone,Golden Earring,45,57,1983
i know there’s something going on,Frida,-1,55,1983
jeopardy,Greg Kihn Band,44,44,1983
electric avenue,Eddy Grant,-1,38,1983
she blinded me withh science,Thomas Dolby,-1,44,1983
africa,Toto,84,76,1983
little red corvette,Prince,51,83,1983
back on the chain gang,Pretenders,-1,67,1983
up where we belong,Joe Cocker and Jennifer Warnes,-1,9,1983
mr. roboto,Styx,58,64,1983
you are,Lionel Richie,45,72,1983
der kommissar,After The Fire,46,39,1983
puttin’ on the ritz,Taco,46,70,1983
sexual healing,Marvin Gaye,69,76,1983
(keep feeling) fascination,Human League,24,63,1983
time (clock of the heart),Culture Club,13,66,1983
the safety dance,Men Without Hats,55,55,1983
mickey,Toni Basil,-1,44,1983
you can’t hurry love,Phil Collins,-1,78,1983
separate ways,Journey,66,75,1983
one on one,Daryl Hall and John Oates,45,76,1983
we’ve got tonight,Kenny Rogers and Sheena Easton,-1,-1,1983
1999,Prince,66,83,1983
stray cat strut,Stray Cats,51,52,1983
allentown,Billy Joel,50,77,1983
stand back,Stevie Nicks,35,66,1983
tell her about it,Billy Joel,52,77,1983
always somethmg there to remind me,Naked Eyes,-1,51,1983
truly,Lionel Richie,54,72,1983
dirty laundry,Don Henley,58,66,1983
the girl is mine,Michael Jackson and Paul McCartney,-1,-1,1983
too shy,Kajagoogoo,55,46,1983
goody two shoes,Adam Ant,46,44,1983
rock the casbah,Clash,71,73,1983
our house,Madness,58,63,1983
overkill,Men At Work,50,67,1983
is there something i should know,Duran Duran,36,69,1983
gloria,Laura Branigan,-1,61,1983
